INDEX,CHANNEL,SAMPLE,IBD_ID,IBD_Name,Cell_ID,Cell_Name,NielsenArea,StoreTypeChannel,StoreType,Handler,BAU_XPanel,BAU_ZPanel,BAU_XUniverse,BAU_ZUniverse,BAU_XFactor,BAU_ZFactor,BAU_XZRatio,VUE_XUniverse,VUE_ZUniverse,VUE_XPanel,VUE_ZPanel,VUE_XFactor,VUE_ZFactor,VUE_XZRatio,VUE_XZDistance,XZ Proposed Distance,ADJ_XFactor,ADJ_XUniverse,VAR_XUniverse (BAU vs VUE),VAR_XUniverse (BAU vs ADJ),VAR_XFactor (BAU vs VUE),VAR_XFactor (BAU vs ADJ),VAR_ZUniverse,BAU_N Area-Channel Cell Weight,BAU_NSPC Area-Channel Cell Weight,VUE_N Area-Channel Cell Weight,VUE_NSPC Area-Channel Cell Weight,ADJ_NSPC Area-Channel Cell Weight,N Area-Channel Cell Weight diff (BAU vs VUE),NSPC Area-Channel Cell Weight diff (BAU vs VUE),NSPC Area-Channel Cell Weight diff (BAU vs ADJ),NSPC Area-Channel Cell Weight diff (VUE vs ADJ),Average BAU Universe,Average BAU Panel,Average VUE Universe,Average VUE Panel,Average ADJ Universe,DTest,NSPCTest,XFTest,SignTest,CellDiagnostic
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003908,19171_CALI_ORI_CAFETERIA_NM,8:pacifico,Consumo Local,32:panaderia/cafeteria,0,1,1,102,102,102.0,102.0,1.0,103,103,1,1,103.0,103.0,1.0,0.0,0.0,103.0,103,0.0098,0.0098,0.0098,0.0098,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003899,19156_BARRANQUILLA_ORI_CAFETERIA_NM,1:atlantico,Consumo Local,32:panaderia/cafeteria,0,1,1,629,629,629.0,629.0,1.0,627,627,1,1,627.0,627.0,1.0,0.0,0.0,627.0,627,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003894,19121_META_CAFETERIA_NM,7:llanos,Consumo Local,32:panaderia/cafeteria,0,1,1,190,190,190.0,190.0,1.0,204,204,1,1,204.0,204.0,1.0,0.0,0.0,204.0,204,0.0737,0.0737,0.0737,0.0737,0.0737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003837,19159_CUCUTA_CAFETERIA_NM,3:santanderes,Consumo Local,32:panaderia/cafeteria,0,1,1,647,647,647.0,647.0,1.0,645,645,1,1,645.0,645.0,1.0,0.0,0.0,645.0,645,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003915,21312_MED_AREA_METRO_CAFETERIA_NM,2:antioquia_choco,Consumo Local,32:panaderia/cafeteria,0,1,1,1257,1257,1257.0,1257.0,1.0,1253,1253,1,1,1253.0,1253.0,1.0,0.0,0.0,1253.0,1253,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003898,19155_BARRANQUILLA_OCC_CAFETERIA_NM,1:atlantico,Consumo Local,32:panaderia/cafeteria,0,1,1,221,221,221.0,221.0,1.0,221,221,1,1,221.0,221.0,1.0,0.0,0.0,221.0,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003839,19163_IBAGUE_CAFETERIA_NM,6:centro,Consumo Local,32:panaderia/cafeteria,0,1,1,802,802,802.0,802.0,1.0,811,811,1,1,811.0,811.0,1.0,0.0,0.0,811.0,811,0.0112,0.0112,0.0112,0.0112,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20229024,36 RESTAURANTE + PANADERIAS EJE,10003602,5138_EJE_CAFETERO_CAFETERIA,5:eje_cafetero,Consumo Local,32:panaderia/cafeteria,1,11082,7,2339063,1112,211.0687,158.8571,1.328670232554919,2530750,1172,11376,7,222.4574,167.4286,1.3287,0.6545,0.6545,222.4574,2530750,0.082,0.082,0.054,0.054,0.054,0.209101165851824,0.06625912500822552,0.21623616236162363,0.06605921683147342,0.06605921683147342,-0.007134996509799624,0.0001999081767520977,0.0001999081767520977,0.0,2103.474,1583.143,2159.343,1625.143,2159.343,0,0,1,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003808,19118_BOYACA_CAFETERIA_NM,4:cundi_boy,Consumo Local,32:panaderia/cafeteria,0,1,1,3245,3245,3245.0,3245.0,1.0,3274,3274,1,1,3274.0,3274.0,1.0,0.0,0.0,3274.0,3274,0.0089,0.0089,0.0089,0.0089,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003896,19152_ATLAN_NOR_RESTO_CAFETERIA_NM,1:atlantico,Consumo Local,32:panaderia/cafeteria,0,1,1,1959,1959,1959.0,1959.0,1.0,1978,1978,1,1,1978.0,1978.0,1.0,0.0,0.0,1978.0,1978,0.0097,0.0097,0.0097,0.0097,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003835,19151_ANTIOQUIA_CAFETERIA,2:antioquia_choco,Consumo Local,32:panaderia/cafeteria,1,9835,5,3418880,2063,347.6238,412.6,0.8425201163354338,4813361,2049,13941,5,345.2647,409.8,0.8425,-0.418,-0.418,345.2647,4813361,0.4079,0.4079,-0.0068,-0.0068,-0.0068,0.0976706751254616,0.03232796270339827,0.09723342665970673,0.039652223441026806,0.039652223441026806,0.0004372484657548664,-0.007324260737628534,-0.007324260737628534,0.0,1657.237,1967.0,2349.127,2788.2,2349.127,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003853,21322_CHOCO_CAFETERIA,2:antioquia_choco,Consumo Local,32:panaderia/cafeteria,1,24221,5,1055660,383,43.5845,76.6,0.5689882506527415,1050847,383,24110,5,43.5845,76.6,0.569,-1.6938,-1.6938,43.5845,1050847,-0.0046,-0.0046,0.0,0.0,0.0,0.018132752580248084,0.009982022506630656,0.018174915768993497,0.008656824212090616,0.008656824212090616,-4.216318874541297e-05,0.0013251982945400396,0.0013251982945400396,0.0,2756.292,4844.2,2743.726,4822.0,2743.726,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003910,19174_VALLE_DEL_CAUCA_CAFETERIA_NM,8:pacifico,Consumo Local,32:panaderia/cafeteria,0,1,1,1559,1559,1559.0,1559.0,1.0,1557,1557,1,1,1557.0,1557.0,1.0,0.0,0.0,1557.0,1557,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10003487,1132_ATLANTICO_NOR_CAFETERIA,1:atlantico,Consumo Local,32:panaderia/cafeteria,1,16917,4,1421342,348,84.0186,87.0,0.9657310344827587,1375569,337,16906,4,81.3628,84.25,0.9657,-0.071,-0.071,81.3628,1375569,-0.0322,-0.0322,-0.0316,-0.0316,-0.0316,0.01832157523428451,0.004728903780201857,0.01777801223886896,0.004542494184429592,0.004542494184429592,0.000543562995415553,0.00018640959577226508,0.00018640959577226508,0.0,4084.316,4229.25,4081.807,4226.5,4081.807,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003905,19166_BOGOTA_ORI_CAFETERIA_NM,4:cundi_boy,Consumo Local,32:panaderia/cafeteria,0,1,1,2243,2243,2243.0,2243.0,1.0,2248,2248,1,1,2248.0,2248.0,1.0,0.0,0.0,2248.0,2248,0.0022,0.0022,0.0022,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231329,50 RESTAURANTE + PANADERIAS PACIFICO,10003829,19145_PACIFICO_CAFETERIA,8:pacifico,Consumo Local,32:panaderia/cafeteria,1,16702,6,723018,460,43.2893,76.6667,0.564642797981392,696394,457,16192,6,43.007,76.1667,0.5646,-1.8886,-1.8886,43.007,696394,-0.0368,-0.0368,-0.0065,-0.0065,-0.0065,0.037361923326835605,0.007862667948876748,0.03737629835609716,0.007750901250374498,0.007750901250374498,-1.4375029261555483e-05,0.00011176669850225009,0.00011176669850225009,0.0,1571.778,2783.667,1523.838,2698.667,1523.838,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227889,19 RESTAURANTES + PANADERIA SANTANDERES,10003816,19131_CUCUTA_CAFETERIA,3:santanderes,Consumo Local,32:panaderia/cafeteria,1,2262,5,33159,278,14.6592,55.6,0.2636546762589928,33139,277,2268,5,14.6065,55.4,0.2637,-6.245,-6.245,14.6065,33139,-0.0006,-0.0006,-0.0036,-0.0036,-0.0036,0.02894627238650562,0.0004409670475574563,0.028884254431699688,0.0003988643409405582,0.0003988643409405582,6.201795480593325e-05,4.21027066168981e-05,4.21027066168981e-05,0.0,119.277,452.4,119.635,453.6,119.635,1,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003776,19090_CALI_ORITRADICIONALES_PEQ_NM,8:pacifico,Tradicionales,4:tradicional,0,1,1,936,936,936.0,936.0,1.0,920,920,1,1,920.0,920.0,1.0,0.0,0.0,920.0,920,-0.0171,-0.0171,-0.0171,-0.0171,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003836,19153_ATLANTICO_SUR_CAFETERIA_NM,1:atlantico,Consumo Local,32:panaderia/cafeteria,0,1,1,1334,1334,1334.0,1334.0,1.0,1366,1366,1,1,1366.0,1366.0,1.0,0.0,0.0,1366.0,1366,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003916,31322_BUC_AREA_METRO_CAFETERIA_NM,3:santanderes,Consumo Local,32:panaderia/cafeteria,0,1,1,253,253,253.0,253.0,1.0,243,243,1,1,243.0,243.0,1.0,0.0,0.0,243.0,243,-0.0395,-0.0395,-0.0395,-0.0395,-0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10003813,19128_BARRANQUILLA_ORI_CAFETERIA,1:atlantico,Consumo Local,32:panaderia/cafeteria,1,10425,4,1493100,417,143.223,104.25,1.373841726618705,1932780,416,13527,4,142.8795,104.0,1.3738,0.5442,0.5442,142.8795,1932780,0.2945,0.2945,-0.0024,-0.0024,-0.0024,0.021954301358323682,0.0049676476416087,0.02194555813462756,0.006382552899768624,0.006382552899768624,8.743223696122682e-06,-0.0014149052581599241,-0.0014149052581599241,0.0,3580.576,2606.25,4646.106,3381.75,4646.106,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10005734,19126_BARR_AREA_METRO_CAFETERIA_NOV18,1:atlantico,Consumo Local,32:panaderia/cafeteria,1,18072,5,101984,32,5.6432,6.4,0.88175,75590,29,14780,5,5.1142,5.8,0.8818,-0.2999,-0.2999,5.1142,75590,-0.2588,-0.2588,-0.0937,-0.0937,-0.0938,0.0016847425502790356,0.00033930786757874334,0.0015298586199620173,0.0002496182564459019,0.0002496182564459019,0.00015488393031701827,8.968961113284144e-05,8.968961113284144e-05,0.0,3187.0,3614.4,2606.552,2956.0,2606.552,0,1,1,0,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003892,19117_BOGOTA_AREA_METRO_CAFETERIA_NM,4:cundi_boy,Consumo Local,32:panaderia/cafeteria,0,1,1,1727,1727,1727.0,1727.0,1.0,1835,1835,1,1,1835.0,1835.0,1.0,0.0,0.0,1835.0,1835,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,Normal
CERVEZAS,MONT,20000211,20227876,22 RESTAURANRES + PANADERIA CUNDIBOY_CAPITAL,10003824,19138_BOGOTA_ORI_CAFETERIA,4:cundi_boy,Consumo Local,32:panaderia/cafeteria,1,18648,5,5519164,1161,295.9655,232.2,1.274614556416882,6279728,1163,21181,5,296.4753,232.6,1.2746,0.4818,0.4818,296.4753,6279728,0.1378,0.1378,0.0017,0.0017,0.0017,0.02722795497185741,0.015930248516643958,0.027134224586453887,0.017337495668406276,0.017337495668406276,9.37303854035218e-05,-0.0014072471517623183,-0.0014072471517623183,0.0,4753.802,3729.6,5399.594,4236.2,5399.594,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003893,19119_EJE_CAFETERO_CAFETERIA_NM,5:eje_cafetero,Consumo Local,32:panaderia/cafeteria,0,1,1,2248,2248,2248.0,2248.0,1.0,2170,2170,1,1,2170.0,2170.0,1.0,0.0,0.0,2170.0,2170,-0.0347,-0.0347,-0.0347,-0.0347,-0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231333,55 TRADICIONAL GRANDES PACIFICO,10003662,8487_CALI_ORI_TRADICIONALES_GRD,8:pacifico,Tradicionales,4:tradicional,1,75299,33,16066837,661,213.3738,20.0303,10.65255138465225,16913000,661,79264,33,213.3738,20.0303,10.6526,5.2053,5.2053,213.3738,16913000,0.0527,0.0527,0.0,0.0,0.0,0.018576286428912684,0.12221255730602058,0.018671261510649115,0.0992781487156966,0.0992781487156966,-9.497508173643074e-05,0.022934408590323987,0.022934408590323987,0.0,24306.864,2281.788,25586.989,2401.939,25586.989,1,0,0,1,Anomalous
CERVEZAS,MONT,20000211,20227876,22 RESTAURANRES + PANADERIA CUNDIBOY_CAPITAL,10003823,19137_BOGOTA_OCC_CAFETERIA_AGO2018,4:cundi_boy,Consumo Local,32:panaderia/cafeteria,1,2389,3,173366,1031,72.5684,343.6667,0.21115924237058756,206501,1033,2840,3,72.7092,344.3333,0.2112,-6.4705,-6.4705,72.7092,206501,0.1911,0.1911,0.0019,0.0019,0.0019,0.024179174484052532,0.000500395252675314,0.024101164228552765,0.0005701218576698807,0.0005701218576698807,7.801025549976706e-05,-6.97266049945667e-05,-6.97266049945667e-05,0.0,168.153,796.333,199.904,946.667,199.904,1,1,0,0,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003809,19120_LLANOS_CAFETERIA_NM,7:llanos,Consumo Local,32:panaderia/cafeteria,0,1,1,1634,1634,1634.0,1634.0,1.0,1646,1646,1,1,1646.0,1646.0,1.0,0.0,0.0,1646.0,1646,0.0073,0.0073,0.0073,0.0073,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003810,19122_PUTUMAYO_CAFETERIA_NM,8:pacifico,Consumo Local,32:panaderia/cafeteria,0,1,1,345,345,345.0,345.0,1.0,345,345,1,1,345.0,345.0,1.0,0.0,0.0,345.0,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227897,10 PACIFICO TRAD RURAL,10003655,8477_PACIFICO_TRADICIONALES,8:pacifico,Tradicionales,4:tradicional,1,18036,21,25003666,9115,1386.3199,434.0476,3.1939351813026957,39696700,9096,28694,21,1383.4303,433.1429,3.1939,3.1478,3.1478,1383.4303,39696700,0.5876,0.5876,-0.0021,-0.0021,-0.0021,0.2561616502262316,0.19019063701745392,0.2569346364612169,0.23301690333603695,0.23301690333603695,-0.0007729862349852845,-0.04282626631858302,-0.04282626631858302,0.0,2743.134,858.857,4364.193,1366.381,4364.193,1,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20227884,26 TRADICIONAL METRO ANTIOQUIA_CHOCO PEQ+SANT GRA,10003531,2423_MEDELLIN_CEN_ALT_TRADICIONALES_PEQ,2:antioquia_choco,Tradicionales,4:tradicional,1,17918,4,2629824,1053,146.77,263.25,0.557530864197531,2901727,1043,19960,4,145.3762,260.75,0.5575,-1.5872,-1.5872,145.3762,2901727,0.1034,0.1034,-0.0095,-0.0095,-0.0095,0.04248708844415752,0.025621814114860187,0.042238691127040054,0.02628599741541397,0.02628599741541397,0.0002483973171174686,-0.000664183300553782,-0.000664183300553782,0.0,2497.459,4479.5,2782.097,4990.0,2782.097,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20229022,40 TRADICIONAL METRO GRANDES ATLA+ANTIO,10003532,2425_MEDELLIN_CEN_ALT_TRADICIONALES_GRD,2:antioquia_choco,Tradicionales,4:tradicional,1,18857,5,1510681,245,80.1125,49.0,1.6349489795918366,2024117,247,25061,5,80.7665,49.4,1.6349,0.8684,0.8684,80.7665,2024117,0.3399,0.3399,0.0082,0.0082,0.0082,0.009885409941897998,0.0147182426538244,0.010002834811485036,0.018335954495545405,0.018335954495545405,-0.00011742486958703745,-0.0036177118417210045,-0.0036177118417210045,0.0,6166.045,3771.4,8194.806,5012.2,8194.806,0,1,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003740,19059_BOGOTA_NOR_TRADICIONALES_PEQ_NM,4:cundi_boy,Tradicionales,4:tradicional,0,1,1,705,705,705.0,705.0,1.0,715,715,1,1,715.0,715.0,1.0,0.0,0.0,715.0,715,0.0142,0.0142,0.0142,0.0142,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003734,19054_CUCUTA_TRADICIONALES_GRD_NM,3:santanderes,Tradicionales,4:tradicional,0,1,1,70,70,70.0,70.0,1.0,72,72,1,1,72.0,72.0,1.0,0.0,0.0,72.0,72,0.0286,0.0286,0.0286,0.0286,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003754,19071_EJE_CAFETERO_TRADICIONALES_NM,5:eje_cafetero,Tradicionales,4:tradicional,0,1,1,1481,1481,1481.0,1481.0,1.0,1462,1462,1,1,1462.0,1462.0,1.0,0.0,0.0,1462.0,1462,-0.0128,-0.0128,-0.0128,-0.0128,-0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003757,19074_PEREIRA_TRADICIONALES_PEQ_NM,5:eje_cafetero,Tradicionales,4:tradicional,0,1,1,188,188,188.0,188.0,1.0,188,188,1,1,188.0,188.0,1.0,0.0,0.0,188.0,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003866,24162_ANTIOQUIA_TRADICIONALES_NM,2:antioquia_choco,Tradicionales,4:tradicional,0,1,1,1512,1512,1512.0,1512.0,1.0,1476,1476,1,1,1476.0,1476.0,1.0,0.0,0.0,1476.0,1476,-0.0238,-0.0238,-0.0238,-0.0238,-0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003867,24172_MEDELLIN_AREA_METRO_TRADICIONALES_PEQ_NM,2:antioquia_choco,Tradicionales,4:tradicional,0,1,1,250,250,250.0,250.0,1.0,248,248,1,1,248.0,248.0,1.0,0.0,0.0,248.0,248,-0.008,-0.008,-0.008,-0.008,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003872,24252_MEDELLIN_CEN_ALT_TRADICIONALES_GRD_NM,2:antioquia_choco,Tradicionales,4:tradicional,0,1,1,10,10,10.0,10.0,1.0,12,12,1,1,12.0,12.0,1.0,0.0,0.0,12.0,12,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,Anomalous
CERVEZAS,MONT,20000211,20227888,14 EJE_CAFETERO TRAD,10003608,5461_PEREIRA_AREA_METRO_TRADICIONALES_PEQ,5:eje_cafetero,Tradicionales,4:tradicional,1,13063,7,3433077,868,262.8092,124.0,2.1194290322580644,4155730,867,15830,7,262.5063,123.8571,2.1194,1.3974,1.3974,262.5063,4155730,0.2105,0.2105,-0.0012,-0.0012,-0.0012,0.07579462102689487,0.07130887781016988,0.07621978021978022,0.0745116997065167,0.0745116997065167,-0.00042515919288535486,-0.0032028218963468247,-0.0032028218963468247,0.0,3955.158,1866.143,4793.23,2261.429,4793.23,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003507,1472_BARRANQUILLA_OCC_TRADICIONALES_GRD_NM,1:atlantico,Tradicionales,4:tradicional,0,1,1,302,302,302.0,302.0,1.0,301,301,1,1,301.0,301.0,1.0,0.0,0.0,301.0,301,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003679,13402_CARTAGENA_TRADICIONALES_PEQ_NM,1:atlantico,Tradicionales,4:tradicional,0,1,1,519,519,519.0,519.0,1.0,501,501,1,1,501.0,501.0,1.0,0.0,0.0,501.0,501,-0.0347,-0.0347,-0.0347,-0.0347,-0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227884,26 TRADICIONAL METRO ANTIOQUIA_CHOCO PEQ+SANT GRA,10003533,2426_MEDELLIN_CEN_BAJ_TRADICIONALES_PEQ,2:antioquia_choco,Tradicionales,4:tradicional,1,11139,6,2066968,1161,185.5614,193.5,0.9589736434108527,2577212,1149,14033,6,183.6435,191.5,0.959,-0.1048,-0.1048,183.6435,2577212,0.2469,0.2469,-0.0103,-0.0103,-0.0103,0.04684473854099419,0.02013802820164556,0.04653140566152351,0.023346299624662784,0.023346299624662784,0.0003133328794706833,-0.003208271423017224,-0.003208271423017224,0.0,1780.334,1856.5,2243.004,2338.833,2243.004,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20227884,26 TRADICIONAL METRO ANTIOQUIA_CHOCO PEQ+SANT GRA,10003535,2429_MEDELLIN_SUR_TRADICIONALES_PEQ,2:antioquia_choco,Tradicionales,4:tradicional,1,11499,6,3721199,706,323.6107,117.6667,2.75023179880119,4106172,682,13135,6,312.6098,113.6667,2.7502,1.5588,1.5588,312.6098,4106172,0.1035,0.1035,-0.034,-0.034,-0.034,0.028486120077469337,0.036254847876665365,0.027619163325638844,0.03719675440840755,0.03719675440840755,0.0008669567518304923,-0.0009419065317421843,-0.0009419065317421843,0.0,5270.82,1916.5,6020.78,2189.167,6020.78,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20227878,32 TRADICIONAL PEQ CENTRO_CAP+PACIFICO,10003621,6468_IBAGUE_TRADICIONALES_PEQ,6:centro,Tradicionales,4:tradicional,1,50309,17,5281845,1358,104.9881,79.8824,1.314283246372167,5957739,1322,58292,17,102.2048,77.7647,1.3143,0.986,0.986,102.2048,5957739,0.128,0.128,-0.0265,-0.0265,-0.0265,0.12906291579547616,0.10210833018093772,0.12559376781303438,0.0993621580604978,0.0993621580604978,0.0034691479824417726,0.002746172120439927,0.002746172120439927,0.0,3889.429,2959.353,4506.61,3428.941,4506.61,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20231333,55 TRADICIONAL GRANDES PACIFICO,10003658,8481_CALI_AREA_METRO_TRADICIONALES_GRD,8:pacifico,Tradicionales,4:tradicional,1,16476,5,1367795,348,83.0174,69.6,1.192778735632184,1909818,316,25334,5,75.3836,63.2,1.1928,0.3614,0.3614,75.3836,1909818,0.3963,0.3963,-0.092,-0.092,-0.092,0.009779951100244499,0.010404146430338991,0.008926049375741483,0.011210500527636388,0.011210500527636388,0.0008539017245030155,-0.0008063540972973963,-0.0008063540972973963,0.0,3930.445,3295.2,6043.728,5066.8,6043.728,0,1,1,1,Anomalous
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003778,19091_CALI_ORI_TRADICIONALES_GRD_NM,8:pacifico,Tradicionales,4:tradicional,0,1,1,134,134,134.0,134.0,1.0,134,134,1,1,134.0,134.0,1.0,0.0,0.0,134.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
